Datum;Zulauf: Zulauf KA (Abwassermenge pro Tag) in m³;Zulauf: CSB (Maß für Summe aller organischer Berbindungen) in mg/l;Zulauf: BSB (Maß für Sauerstoffbedarf für biologischen Abbau) in mg/l;Zulauf: Phosphor in mg/l;Zulauf: Gebundener Stickstoff in mg/l;Zulauf: Ammoniumstickstroff in mg/l;Ablauf: KA (zeitl. Verschiebung durch Aufenthaltsdauer) in m³;Ablauf: CSB (Maß für Summe aller organischer Berbindungen) in mg/l;Ablauf: BSB (Maß für Sauerstoffbedarf für biologischen Abbau) in mg/l;Ablauf: Phosphor in mg/l;Ablauf: Gebundener Stickstoff in mg/l;Ablauf: Ammoniumstickstroff in mg/l;Entsorgte Schlammmenge in t;TS-Gehalt entwässerten Schlammes in %;Grenzwert für CSB (Maß für Summe aller organischer Berbindungen) in mg/l;Grenzwert für BSB (Maß für Sauerstoffbedarf für biologischen Abbau) in mg/l;Grenzwert für Phosphor in mg/l;Grenzwert für Gebundener Stickstoff in mg/l;Grenzwert für Ammoniumstickstroff in mg/l;Fremdbezug in kwh;BHKW_Erzeugung in kwh;BHKW_Einspeisung in kwh;Verbrauch KA in kwh;Durchfluß Gasanfall im FB in m³/h;Abgang Schlamm/NKB Wirkleistung des 3 Phasennetzes;Abgang Belebung Wirkleistung des 3 Phasennetzes;Abgang Rechen Wirkleistung des 3 Phasennetzes;Abgang Schlammentwässerung  Wirkleistung des 3 Phasennetzes;Wirkleistung Brauchwasser;BB1 - Trockensub.;BB2 - Trockensub.;BB3 - Trockensub.;Druck Luftleitung zum Becken 1;Druck Luftleitung zum Becken 2;Druck Luftleitung zum Becken 3;Durchfluß Luftleitung Gebläse 1-2;Durchfluß Luftleitung Gebläse 3-4;Durchfluß Luftleitung Gebläse 5-6;Durchfluß RLS von NKB;Schlamm zum ÜSS-Eindicker;Primärschlamm zum Faulbehälter;Schlamm zum ÜSS-Eindicker;Fett gesamt in m³
01.01.2016;7505;742;;;;;7477;;;;;;;20,8;90;20;10;18;2;;;;;1634,27;699,75;1895;351,25;47,25;12,9;3,87;3,88;3,5;533,04;530,32;538,07;1171,59;599,25;414,52;;430;38,4;430;0
02.01.2016;8209;704;;;;;8190;;;;;;;20,8;90;20;10;18;2;;;;;1571,65;670;2043;464,75;47,5;13,3;3,92;3,6;3,33;548,79;544,2;551,17;1176,19;686,36;643,67;;432;37,5;432;0
03.01.2016;8364;1154;;;;;8107;;;;;;;20,8;90;20;10;18;2;;;;;1530,45;670,75;2128;669,25;48;13,4;3,77;3,65;3,31;554,01;549,3;556,47;1279,32;715,1;630,58;;430;37,7;430;0
04.01.2016;8780;613;316;;68;;8749;43,6;4,4;0,007;5,78;1,36;14,06;20,8;90;20;10;18;2;;;;;1509,31;718,75;2270,5;662,5;347,5;19,1;3,78;3,64;3,15;534,53;532,01;540,12;1367,41;783,92;522,14;;432;36,9;432;6,4
05.01.2016;8335;785;;;;;8133;;;;;;22,86;20,8;90;20;10;18;2;;;;;1547,47;739;2143,25;645,25;360;20,7;3,99;3,64;3,29;551,16;546,6;553,61;1147,56;763,11;599,23;;430,2;41,6;430,2;2,6
06.01.2016;8684;749;;8,3;;49,4;8570;;;;;;;20,8;90;20;10;18;2;;;;;1460,67;722;2207,5;654,75;137;20,4;3,7;3,55;3,28;557,87;553,01;560,27;1140,93;812,7;641,91;;432;41,5;432;3,2
07.01.2016;8482;767;;;;;8329;;;0,079;6,96;1,32;13,32;20,8;90;20;10;18;2;;;;;1424,06;726,75;2101;641,75;345,5;20,8;3,88;3,61;3,24;534,73;532,62;540,68;1042,04;817,11;517,16;;429,9;42,2;429,9;0
08.01.2016;11777;1087;;;;;11546;;;;;;14,16;20,8;90;20;10;18;2;;;;;1649,57;715,25;2577,25;410,75;263,5;24,1;3,89;3,66;3,27;553,34;549,41;556,52;1358,53;884,27;733,01;;432;40,8;432;10,2
09.01.2016;8754;745;;;;;8738;;;;;;;20,8;90;20;10;18;2;;;;;1660,64;697,75;2421,25;496,5;80,5;18;3,76;3,51;3,21;557,02;552,65;559,88;1309,52;923,88;703,58;;429,9;41,9;429,9;0
10.01.2016;9404;1172;;;;;9133;;;;;;;20,8;90;20;10;18;2;;;;;1531,81;683;2473;390,75;79,75;12,5;3,66;3,51;3,32;541,24;538,57;546,45;1432,57;935,07;687,37;;432;40,7;432;0
11.01.2016;14519;864;;;62;;14239;41,9;6,2;0,853;6,2;1,24;14,42;20,8;90;20;10;18;2;;;;;1581,33;725,5;2601,25;358,25;297,75;22,1;3,73;3,5;3,03;547,94;544,62;551,84;1417,52;1004,59;717,29;;423,3;38,6;423,3;8
12.01.2016;12073;620;;;;;11814;;;;;;15,08;20,5;90;20;10;18;2;;;;;1784,49;743;2641,25;334,5;329,5;22,5;3,83;3,55;3,25;548,54;545,07;552,44;1459,5;1091,2;658,85;;429,5;40;429,5;17,7
13.01.2016;10457;652;365;8,3;;48,5;10228;;;;;;17,96;20,4;90;20;10;18;2;;;;;1999,62;770,25;2482,75;387,25;334,25;22,8;4,03;3,68;3,23;551,97;547,59;554,57;1218,12;958,61;681,91;;430;42,6;430;8,5
14.01.2016;10331;808;;;;;10332;;;0,017;5,62;0,49;15,14;20,4;90;20;10;18;2;;;;;2084,97;782,25;2274,25;393,25;340,75;26;4,1;3,66;3,39;553,68;549,22;556,58;1154,48;954,74;620,75;;432;43,8;432;15,2
15.01.2016;12678;504;;;;;12316;;;;;;14,9;20,4;90;20;10;18;2;;;;;2102,45;799,75;2370,25;422,5;335,5;22;4,07;3,69;3,3;538,17;535,06;542,86;1209,8;1062,76;605,45;;430,1;37,6;430,1;3,2
16.01.2016;10305;793;;;;;10131;;;;;;;20,4;90;20;10;18;2;;;;;1736,25;704,25;2439,25;416,75;80,5;38,1;3,97;3,71;3,26;551,51;547,04;554,08;1319,58;911,97;598,91;;174,5;35,7;174,5;0
17.01.2016;10050;700;;;;;9869;;;;;;;20,4;90;20;10;18;2;;;;;1494,77;655;2381,75;540;81;30,1;4,01;3,76;3,32;554,94;550,38;557,69;1311,04;960,31;660,56;;259,1;35,7;259,1;0
18.01.2016;9930;659;338;8,4;67;51,4;9717;30,7;4,1;0,036;6,09;1,1;14,64;20,5;90;20;10;18;2;;;;;1790,14;760;2255,75;626,5;349,25;25,7;4,02;3,74;3,4;532,61;530,51;538,47;1100,67;981,48;528;;432;34,8;432;16,8
19.01.2016;9798;624;;;;;9618;;;;;;28,24;20,5;90;20;10;18;2;;;;;1679,47;740,25;2630,25;637;416;28,7;4,13;3,8;3,39;554,8;550,32;557,37;1344,27;1012,28;656,81;;352,3;34,8;352,3;4,5
20.01.2016;9644;674;;;;;9559;;;;;;14,14;20,5;90;20;10;18;2;;;;;1501,05;708,75;2176,5;548;392,5;31,1;4,2;3,88;3,37;553,58;549,04;556,44;1124,67;973,7;665,21;;252,6;33;252,6;4,4
21.01.2016;9645;658;;;;;9579;42,7;5;0,029;7,03;1,41;29,6;20,5;90;20;10;18;2;;;;;1475,26;834,25;2306;595,5;438,5;23,8;4,23;3,94;3,51;531,09;528,7;536,77;1146,66;1032,37;543,48;;406;29,8;406;9,3
22.01.2016;9547;920;;;;;9604;;;;;;12,94;20,5;90;20;10;18;2;;;;;1430,08;717,25;2277,75;653;318,25;22,6;4,2;3,98;3,58;551,33;546,47;553,47;1076,66;930,31;697,35;;99,1;29,3;99,1;6,9
23.01.2016;14670;879;;;;;14259;;;;;;;20,5;90;20;10;18;2;;;;;1289,83;602,25;2861;475;86,5;18,7;4,4;4,16;3,72;553,86;549,75;557,42;1547,8;1192,57;892,45;;0;31,7;0;0
24.01.2016;10019;927;;;;;9927;;;;;;;20,5;90;20;10;18;2;;;;;1278,36;601,5;2310,25;333;83,25;14,9;4,78;4,23;3,68;532,28;529,71;537,81;1214,27;970,08;606,35;;271,7;31,9;271,7;0
25.01.2016;10624;705;370;;68;;10294;34,7;5,9;0,225;4,97;0,74;12,54;20,5;90;20;10;18;2;;;;;1427,34;741;2511,25;285;370,5;27,9;4,61;4,17;3,79;553,48;549,08;556,26;1311,41;954,74;670,6;;417,7;32,1;417,7;15,6
26.01.2016;10221;570;;8,3;;;9962;;;;;;29,2;20,5;90;20;10;18;2;;;;;1551,56;708,25;2425,5;290,25;413,75;21,8;4,68;4,19;3,86;556,59;552,42;559,82;1428,67;910,97;633,7;;232,5;35;232,5;21,9
27.01.2016;10471;647;;;;;10316;;;;;;14,16;20,5;90;20;10;18;2;;;;;1513,31;742,5;2415,5;301,5;398,5;18,7;4,99;4,39;3,96;537,4;534,6;542,71;1346,24;965,27;540,67;;449;36,8;449;19,9
28.01.2016;10651;900;;;;44,8;10404;;;0,119;4,42;1,39;29,7;20,5;90;20;10;18;2;;;;;1597,3;771,25;2667;313,5;365,5;19,5;4,72;4,13;3,87;554,67;550,49;557,73;1593,01;944,33;614,99;;447,1;47,5;447,1;21,7
29.01.2016;10200;748;;;;;10147;;;;;;13,28;20,5;90;20;10;18;2;;;;;1560,97;776;2365;364,5;284,75;22,1;4,65;4,37;3,78;554,62;550,53;557,88;1208,44;937,48;633,46;;448,5;52,3;448,5;10,7
30.01.2016;11336;620;;;;;11183;;;;;;;20,5;90;20;10;18;2;;;;;1416,66;743,25;2923,5;305;67;16,1;4,44;4,31;3,57;547,2;544,38;552,36;1616,54;1172,39;769,41;;449;52,2;449;0
31.01.2016;9834;676;;;;;9850;;;;;;;20,5;90;20;10;18;2;28.209,00;103.735,12;2.064,00;129.880,12;1211,27;712,5;2793;419;174,75;16,6;4,6;4,25;3,84;552,17;547,96;555,27;1597,54;977,59;641,67;;448,5;52,3;448,5;0
01.02.2016;11278;723;;;67;;11076;;;;;;14,26;20,5;90;20;10;18;2;;;;;1179,28;768,25;2499;287,25;261,5;19;4,68;4,45;3,88;556,27;552,11;559,46;1409,6;952,15;661,98;;147,9;55,4;147,9;13,5
02.02.2016;10615;621;;;;42,1;10514;;;;;;14,5;20;90;20;10;18;2;;;;;1284,24;806,25;2296,25;283;269,25;20,6;4,84;4,58;4,17;539,14;536,89;544,89;1310,82;873,28;539,32;;158,9;51,2;158,9;16,6
03.02.2016;10116;605;380;8,5;;;9942;35,3;4,7;0,03;4,97;1,99;14,8;20,1;90;20;10;18;2;;;;;1277,91;872,75;2437,5;347,75;263;18,4;4,94;4,52;3,91;551,73;547,31;554,47;1391,02;883,74;612,61;;407,7;44,6;407,7;6,2
04.02.2016;10262;606;;;;;9992;;;0,009;4,55;1,66;14,92;20,1;90;20;10;18;2;;;;;1291,67;788,5;2296;351,75;299,5;19,5;4,75;4,39;3,98;547,3;543,83;551,19;1468,16;887,1;543,08;;404,5;42,2;404,5;17,5
05.02.2016;12038;695;;;;;11679;;;;;;0;20,1;90;20;10;18;2;;;;;1507,02;757;2640,5;332,5;150,75;20,4;4,85;4,66;4,06;551,5;547,86;555,07;1691,05;1009,47;688,7;;399,1;37,6;399,1;24,4
06.02.2016;10335;825;;;;;10122;;;;;;;20,1;90;20;10;18;2;;;;;1332,46;715,25;2650,75;292,5;62,25;16,4;4,73;4,55;3,92;552,68;548,66;555,77;1915;832,84;626,51;;407,6;39;407,6;0
07.02.2016;10114;726;;;71;;9656;;;;;;;20,1;90;20;10;18;2;;;;;1245,37;730;2485;314;59,75;15,9;4,75;4,31;4,07;553,39;549,51;556,81;1824,42;770,77;698,58;;405,9;38,2;405,9;0
08.02.2016;10378;615;344;8,6;;;9947;36,3;6,2;0,047;3,81;0,6;;20,1;90;20;10;18;2;;;;;1447,06;727,75;2464,75;289;73;20,3;4,68;4,58;3,92;544,42;541,3;548,97;1771,41;834,56;615,46;;406,9;36,7;406,9;15
09.02.2016;11008;588;;;;;10676;;;;;;15,1;20,1;90;20;10;18;2;;;;;1362,67;793,25;2830,25;299,25;274,5;19,5;4,61;4,29;3,85;550,58;546,74;554,06;1932,18;849,39;712,01;;405,9;34,7;405,9;4,3
10.02.2016;10202;707;;;;46,5;9873;;;;;;14,3;20,1;90;20;10;18;2;;;;;1451,39;862;2425,25;332,5;292;20;4,66;4,39;3,85;552,16;548,03;555,37;1654,6;755,48;698,92;;407,7;32,6;407,7;7,9
11.02.2016;10050;621;;;;;9731;;;0,002;3,57;0,32;15,2;20,1;90;20;10;18;2;;;;;1827,86;907;2530;327,25;297;21,1;4,63;4,38;3,83;550,63;546,98;554,33;1373,53;925,34;613,16;;405,9;31;405,9;26,9
12.02.2016;10026;750;;;;;9750;;;;;;14,38;20,1;90;20;10;18;2;;;;;1584,11;885,25;2448;353;280,25;19,3;4,67;4,24;3,9;558,14;553,95;561,28;1296,47;1023,58;641,3;;407,7;27,6;407,7;0
13.02.2016;10010;635;;;;;9706;;;;;;;20,1;90;20;10;18;2;;;;;1351,73;860;2687,5;391,5;78,25;17;4,38;4,22;3,81;545,06;542,4;550,37;1500,82;1172,17;694,67;;405,9;15,1;405,9;0
14.02.2016;10339;648;;;;;10118;;;;;;;20,1;90;20;10;18;2;;;;;1155,74;843;3155,75;359;79,5;16,3;4,4;4,2;3,83;548,17;545,16;552,98;1695,18;1194,85;760,78;;407,6;5,3;407,6;0
15.02.2016;9731;950;389;;70;;9441;36;;0,003;5,58;0,28;14,44;18,3;90;20;10;18;2;;;;;1614,12;817,5;2614,25;384,5;328,5;32,6;4,56;4,15;3,76;555,28;551,21;558,73;1518,9;1000,84;749,52;;204,4;40,2;204,4;31,3
16.02.2016;9339;773;;9;;;9186;;;;;;14,78;18;90;20;10;18;2;;;;;2378,14;767,5;2866,75;446,75;374,25;20,7;4,62;4,46;3,85;546,2;543,06;550,95;1807,14;1196,93;900,28;;0;81,4;0;9,6
17.02.2016;9593;764;;;;47,5;9506;;;;;;14,84;18;90;20;10;18;2;;;;;2250,67;775;3519;420;358,25;25,1;4,72;4,21;3,92;539,45;536,7;544,6;1857,99;1434,65;944,75;;0;90,6;0;11,2
18.02.2016;10304;748;;;;;10085;;3;0,048;5,48;0,44;15,18;18,9;90;20;10;18;2;;;;;2179,7;766,25;3070;347,25;266,5;16,2;4,86;4,31;4,04;550,59;546,88;554,82;1638,24;1351,5;851,57;;0;111,2;0;20,2
19.02.2016;9637;692;;;;;9624;;;;;;13,98;18,9;90;20;10;18;2;;;;;1974,89;759;2499;341,5;251,75;20,2;5,11;4,7;4,24;546,23;542,98;550,63;1477,88;1153,74;655,68;;0;118;0;10,6
20.02.2016;10642;651;;;;;10562;;;;;;;18,9;90;20;10;18;2;;;;;1977,39;738,5;2896;319,75;88,75;15,5;5,02;4,85;4,24;554,24;550,12;557,42;1722,84;1065,48;748,04;;8,4;112,4;8,4;0
21.02.2016;13846;815;;;;;13554;;;;;;;18,9;90;20;10;18;2;;;;;1993,58;768;3294,75;274,75;46,25;17,6;5,43;4,67;4,15;556,01;553,03;560,97;1932,28;1312,42;872,34;;259,6;59,9;259,6;0
22.02.2016;16616;560;;;41;;16272;38,7;5,9;0,011;6,55;1,22;14,5;18,9;90;20;10;18;2;;;;;1976,98;772,5;3023,5;281,75;309,5;24,9;5,37;4,87;4,24;552,37;549,34;557,11;1916,09;1129,66;740,84;;169,9;66,4;169,9;25,4
23.02.2016;11446;515;;7,9;;;11304;;;;;;13,8;18,9;90;20;10;18;2;;;;;1652,53;821,25;2724;316,25;263,5;23,7;5,61;4,89;4,02;553,76;549,45;556,56;1914,7;833,13;626,82;;273,7;8,4;273,7;15,8
24.02.2016;10943;622;382;;;39,4;10919;;;;;;14,6;18,8;90;20;10;18;2;;;;;1515,42;873,25;2501,25;345,75;322;20,8;5,24;4,96;4,32;555,59;551,32;558,6;1660,09;828,65;680,18;;407,7;43,9;407,7;0
25.02.2016;10972;569;;;;;10682;;;;;;14,34;18,8;90;20;10;18;2;;;;;1783,64;873,75;2386,5;378,25;348,25;37,2;5,12;4,87;4,2;541,35;538,24;546,04;1559,54;892,53;577,95;;248,4;25,2;248,4;39,6
26.02.2016;10974;587;;;;;10724;;;0,005;3,9;0,7;14,18;18,8;90;20;10;18;2;;;;;1536,57;751,25;2678,75;407;192;25,8;5,28;5,16;4,47;555,37;550,93;557,98;1779,56;880,74;664,51;;0;54,1;0;6
27.02.2016;10701;640;;;;;10524;;;;;;;18,8;90;20;10;18;2;;;;;1453,14;775;2670,5;406,5;78;17,6;5,32;5,02;4,39;557,83;553,59;560,85;1818,3;939,37;707,01;;223,1;16,5;223,1;0
28.02.2016;10448;638;;;;;10251;;;;;;;18,8;90;20;10;18;2;;;;;1142,21;795,25;2442,25;344,5;80;13,9;5,38;4,81;4,48;543,53;540,13;547,74;1567,56;931,48;626,06;;407,7;13,4;407,7;0
29.02.2016;10540;603;;;;;10161;;;;;;14,2;18,8;90;20;10;18;2;23.574,00;106.964,96;3.186,00;127.352,96;1303,12;858,25;2564,25;391,75;293,25;25,7;5,28;4,88;4,53;554,4;550,27;557,15;1651,1;839,22;709,1;;383,4;33;383,4;15,3
01.03.2016;10426;512;;8;;47,5;10032;35,1;4,1;0,162;4,23;0,4;14,56;18,9;90;20;10;18;2;;;;;1285,48;906;2259,25;404,25;350;26,1;5,29;4,75;4,31;554,27;549,94;557,17;1509,79;758,04;683,53;;387,2;26,9;387,2;0
02.03.2016;12001;752;;;57;;11829;;;;;;14,56;18,9;90;20;10;18;2;;;;;1407,08;950,75;2503,25;302,25;377,75;25,2;5,33;4,83;4,25;550,82;547,73;555,1;1512,3;1015,1;648,43;;405,9;34,7;405,9;0
03.03.2016;10654;648;331;;;;10389;;;0,017;4,95;0,34;14,12;18,9;90;20;10;18;2;;;;;1719,11;953,75;2592,75;351;381;25,2;5,21;4,73;4,13;556,53;552,3;559,22;1433,06;933,67;661,8;;407,7;62,2;407,7;32,3
04.03.2016;10360;538;;;;;10243;;;;;;14,88;18,9;90;20;10;18;2;;;;;1731,81;928,5;2894,75;360,25;200;19,6;5,2;4,83;4,2;557,36;553,58;560,93;1695,2;1138,58;770,89;;405,9;56,8;405,9;10,6
05.03.2016;10390;558;;;;;10340;;;;;;;18,9;90;20;10;18;2;;;;;1326,53;881,5;3023,25;270,5;66;18,1;4,92;4,58;4,16;552,21;549,24;556,72;1903,71;1198,43;799,5;;407,7;14,7;407,7;0
06.03.2016;10954;730;;;;;10838;;;;;;;18,9;90;20;10;18;2;;;;;1005,28;831,5;3100,5;288,5;74;18,5;5,02;4,64;4,24;546,3;543,15;550,44;1863,03;1050,56;760,17;;406,1;0;406,1;0
07.03.2016;10116;789;;;75;;9856;39,8;1;0,007;3,99;0,37;14,98;18,9;90;20;10;18;2;;;;;1160,28;922,5;2720,75;317,75;397;21,5;5,21;4,66;4,35;558,13;554,12;561,44;1729,19;988,15;733,19;;407,7;33,1;407,7;27
08.03.2016;9795;593;;;;;9640;;;;;;29,72;18,9;90;20;10;18;2;;;;;1726,2;919,75;2760,75;360,75;411,5;20,2;5,32;4,68;4,35;552,82;549,37;556,78;1713,64;1189,2;717,37;;333;49,3;333;35,1
09.03.2016;9716;759;379;9,7;;47,4;9606;;;;;;14,89;18,9;90;20;10;18;2;;;;;1988;897,25;2863,75;347;407,75;21,8;5,22;4,84;4,28;557,53;553,33;560,36;1817,66;992,1;661,06;;204,1;49,4;204,1;29,7
10.03.2016;9605;641;;;;;9481;;;0,003;4,86;0,44;30,14;18,9;90;20;10;18;2;;;;;2290,65;889;2588,5;298;369,25;21,4;5,07;4,82;4,28;557,48;553,3;560,63;1601,64;968,26;706,51;;63,6;51,6;63,6;48,5
11.03.2016;9621;674;;;;;9433;;;;;;14,4;18,9;90;20;10;18;2;;;;;2110,92;911,25;2474,25;297;321;24,9;5,31;4,97;4,44;549,12;546,04;553,58;1498,76;1069,27;621,02;;297,4;52,9;297,4;3,4
12.03.2016;9348;811;;;;;9249;;;;;;;18,9;90;20;10;18;2;;;;;1931,7;936,75;2686;299,5;94,5;21,9;5,12;4,86;4,45;557,21;553,07;560,03;1695,54;942,13;695,65;;405,9;55;405,9;0
13.03.2016;9344;781;;;;;9096;;;;;;;18,9;90;20;10;18;2;;;;;1877,01;923,75;2669;314,75;161,25;19,9;5,13;4,92;4,39;559,66;555,68;563,05;1815,03;1005,97;724,12;;371,3;61,6;371,3;0
14.03.2016;9518;761;;;73;51,6;9350;36,6;6,2;0,007;5,21;0,58;14,24;19,9;90;20;10;18;2;;;;;1727,59;873,75;2564,75;298,75;416,75;24,3;5,16;4,92;4,39;551,02;547,91;555,23;1638,41;1099,24;663,65;;278,9;53,3;278,9;2,5
15.03.2016;9741;664;;;;51,4;9458;;;;;;28,42;19,9;90;20;10;18;2;;;;;1856,06;928,25;2927;266,75;365,5;22;5,32;4,95;4,38;554,58;551;558,26;1857,79;1030,07;715,9;;407,7;52,3;407,7;17,5
16.03.2016;9577;804;;9,8;;;9450;;;;;;14,7;19,9;90;20;10;18;2;;;;;1883,28;945,25;2539,75;294,25;424,25;25,6;5,26;5,01;4,54;559,33;555,3;562,58;1570,06;964,7;714,26;;406;47,3;406;23,3
17.03.2016;9566;724;366;;;;9508;;;;;;29,64;19,9;90;20;10;18;2;;;;;1955,78;934,5;2500,5;309,25;434,25;25,3;5,22;4,92;4,34;548,94;546,15;553,83;1470,3;1103,5;635,49;;407,7;29,6;407,7;15,3
18.03.2016;9633;534;;;;;9630;;;0,008;4,63;0,34;15,08;19,9;90;20;10;18;2;;;;;1659,52;917,75;2761,75;308,25;148,5;21,2;5,27;4,78;4,48;561,23;557,2;564,27;1588,39;1035,78;679,74;;404,5;44,8;404,5;2,9
19.03.2016;9370;561;;;;;9150;;;;;;;19,9;90;20;10;18;2;;;;;1889,65;886;2678,5;254,25;61,25;15,6;5;4,35;4,86;560,66;557,01;564,48;1683,84;1025,54;717,89;;407,7;58,1;407,7;0
20.03.2016;9045;546;;;;;8939;;;;;;;19,9;90;20;10;18;2;;;;;1858,08;825;2711;259,5;61,5;14,4;5,19;4,73;4,38;549,83;547,26;554,9;1669,45;1096,11;749,32;;405,9;58,6;405,9;0
21.03.2016;9793;697;375;;;;9556;;;;;;;19,9;90;20;10;18;2;;;;;1901,02;860,25;2516,25;262;72,75;17,8;5,08;4,67;4,2;550,81;547,31;554,91;1568,56;1033,94;760,42;;407,7;45,5;407,7;20,5
22.03.2016;10103;386;;8,4;64;52,1;9853;40,5;1,5;0,012;4,95;0,2;;19,9;90;20;10;18;2;;;;;1984,95;774,25;2343,75;259,25;75,25;62,5;5,23;4,9;4,34;544,42;541;549;1548,7;935,44;762,5;;405,9;49,8;405,9;15,7
23.03.2016;9725;479;;;;;9503;;;;;;;19,9;90;20;10;18;2;;;;;1855,36;721,75;2385,5;273;83,75;55,7;5,26;4,78;4,53;543,18;539,67;547,85;1627,89;919,7;760,18;;407,7;60,8;407,7;23,5
