Datum;Zulauf: Zulauf KA (Abwassermenge pro Tag) in m³;Zulauf: CSB (Maß für Summe aller organischer Berbindungen) in mg/l;Zulauf: BSB (Maß für Sauerstoffbedarf für biologischen Abbau) in mg/l;Zulauf: Phosphor in mg/l;Zulauf: Gebundener Stickstoff in mg/l;Zulauf: Ammoniumstickstroff in mg/l;Ablauf: KA (zeitl. Verschiebung durch Aufenthaltsdauer) in m³;Ablauf: CSB (Maß für Summe aller organischer Berbindungen) in mg/l;Ablauf: BSB (Maß für Sauerstoffbedarf für biologischen Abbau) in mg/l;Ablauf: Phosphor in mg/l;Ablauf: Gebundener Stickstoff in mg/l;Ablauf: Ammoniumstickstroff in mg/l;Entsorgte Schlammmenge in t;TS-Gehalt entwässerten Schlammes in %;Grenzwert für CSB (Maß für Summe aller organischer Berbindungen) in mg/l;Grenzwert für BSB (Maß für Sauerstoffbedarf für biologischen Abbau) in mg/l;Grenzwert für Phosphor in mg/l;Grenzwert für Gebundener Stickstoff in mg/l;Grenzwert für Ammoniumstickstroff in mg/l;Fremdbezug in kwh;BHKW_Erzeugung in kwh;BHKW_Einspeisung in kwh;Verbrauch KA in kwh;Durchfluß Gasanfall im FB in m³/h;Abgang Schlamm/NKB Wirkleistung des 3 Phasennetzes;Abgang Belebung Wirkleistung des 3 Phasennetzes;Abgang Rechen Wirkleistung des 3 Phasennetzes;Abgang Schlammentwässerung  Wirkleistung des 3 Phasennetzes;Wirkleistung Brauchwasser;BB1 - Trockensub.;BB2 - Trockensub.;BB3 - Trockensub.;Druck Luftleitung zum Becken 1;Druck Luftleitung zum Becken 2;Druck Luftleitung zum Becken 3;Durchfluß Luftleitung Gebläse 1-2;Durchfluß Luftleitung Gebläse 3-4;Durchfluß Luftleitung Gebläse 5-6;Durchfluß RLS von NKB;Schlamm zum ÜSS-Eindicker;Primärschlamm zum Faulbehälter;Schlamm zum ÜSS-Eindicker;Fett gesamt in m³
28.09.2016;7724;908;;10,4;;59,2;7509;;;;;;20,45;20,9;90;20;10;18;2;;;;;1926,82;771,75;2187,75;250;263,75;29,3;2,98;2,8;2,51;539,93;536,21;544,77;1385,06;852,95;718,82;;467,5;45;467,5;11,3
29.09.2016;7792;;;;;;7556;34,8;;0,011;8,41;0,74;21,95;21,5;90;20;10;18;2;;;;;2061,6;795,75;2133,75;244,25;257,75;24;2,96;2,85;2,7;537,85;534,66;543,45;1362,24;834,63;673,39;;465,7;43,4;465,7;19,3
30.09.2016;7744;;;;;;7446;;;;;;20,3;21,5;90;20;10;18;2;6.918,00;116.535,04;13.416,00;110.037,04;1840,79;769,25;2139,5;240,5;205;16,1;3,03;2,81;2,48;537,62;534,57;543,47;1387,27;846,14;644,09;;467,4;43,5;467,4;13,7
01.10.2016;9732;;;;;;9334;;;;;;;21,5;90;20;10;18;2;;;;;1667,88;758,5;2416,5;236,25;0,25;11,9;3,02;2,76;2,5;540,9;537,12;545,74;1579,61;939,67;789,67;;465,5;43,4;465,5;0
02.10.2016;8424;;;;;;8246;;;;;;;21,5;90;20;10;18;2;;;;;1421,74;715;2525,75;241,75;58,5;14,5;2,76;2,48;2,87;545,28;541,28;549,74;1608,5;1017,45;753,06;;467,4;43,7;467,4;0
03.10.2016;9131;;;;;;8786;;;;;;;21,5;90;20;10;18;2;;;;;1355,99;748,5;2051,5;246,5;0;10,6;3,01;2,78;2,59;534,91;531,24;539,78;1385,45;777;654,84;;465,6;43,8;465,6;0
04.10.2016;9245;;;;;;8813;36,6;5;0,026;7,53;1,06;20,5;21,3;90;20;10;18;2;;;;;1593;752,25;1969,75;251,25;234;18;3,03;2,8;2,35;529,87;526,57;535,44;1386,91;764,32;624,82;;467,4;44,8;467,4;24
05.10.2016;7956;;;;;;7644;;;;;;19,65;21,3;90;20;10;18;2;;;;;1866,12;749,5;1880;240;287,75;15,7;2,83;2,92;2,58;532,5;528,9;537,46;1319,4;710,83;567,56;;389,1;46,6;389,1;25,2
06.10.2016;9473;;;;;;9159;;;0,017;5,96;0,92;20,95;21,3;90;20;10;18;2;;;;;1917,82;841,25;2051;246,25;269;17,5;2,88;2,79;2,55;535,05;531,23;539,7;1383,39;786,23;712,54;;467,4;43,6;467,4;16,5
07.10.2016;8192;882;377;11,1;75;57,8;7978;;;;;;21,8;21,3;90;20;10;18;2;;;;;1956,25;825,5;2015;241,25;254,5;18,8;2,8;2,78;2,56;532,84;529,47;538,1;1333,82;805,54;642,1;;465,2;39,6;465,2;23,7
08.10.2016;8372;;;;;;8077;;;;;;;21,3;90;20;10;18;2;;;;;1623,35;777,5;2024,75;243;13,25;10;3,08;2,87;2,63;533,47;530,01;538,68;1374,84;794,54;656,34;;467,4;39,3;467,4;0
09.10.2016;7662;;;;;;7360;;;;;;;21,3;90;20;10;18;2;;;;;1379,3;710;2012,5;241,75;17,5;7,5;2,88;2,71;2,6;534,06;530,65;539,33;1341,45;812,51;633,06;;465,5;39,6;465,5;0
10.10.2016;7837;870;;9,6;;;7495;35,2;5,3;0,005;7,26;0,97;18,65;21,3;90;20;10;18;2;;;;;1463,45;756,75;2003,75;240,5;243,25;20,8;2,85;2,81;2,58;533,18;529,96;538,73;1347,67;823,68;635,74;;467,4;42,8;467,4;14,9
11.10.2016;8226;;;;;;7842;;;;;;19,8;21,3;90;20;10;18;2;;;;;1749,41;805;1975;246,25;265,75;20,6;3,07;2,76;2,55;531,45;528,24;537;1322,79;800,9;620,97;;465,9;46,8;465,9;30,5
12.10.2016;8151;;;;;;7962;;;;;;22,05;21,3;90;20;10;18;2;;;;;2163,06;791,5;1994,75;246,25;254,25;20,3;3,1;2,86;2,66;533,26;529,33;538,11;1286,11;832,83;649,94;;355,2;43,8;355,2;21,2
13.10.2016;7566;;372;;78;62,3;7265;;;0,059;6,72;1,1;20,1;20,8;90;20;10;18;2;;;;;1955,8;805;1885,75;258,5;276,75;23,3;2,87;2,9;2,71;530,75;527,2;535,93;1194,63;797,65;577,33;;465,5;42,6;465,5;20,4
14.10.2016;7823;;;;;;7436;;;;;;20,65;20,8;90;20;10;18;2;;;;;2019,36;795;1935,75;243,75;194,75;15,2;3,08;2,86;2,66;531,28;527,92;536,69;1223,65;798,18;614,45;;467,4;44,4;467,4;16,5
15.10.2016;7730;;;;;;7484;;;;;;;20,8;90;20;10;18;2;;;;;1921,45;787,82;2129,18;242;4,29;8,3;3,02;2,92;2,76;538,83;535;543,49;1408,68;852,67;690,37;;464,3;42,2;464,3;0
16.10.2016;7938;;;;;;7591;;;;;;;20,8;90;20;10;18;2;;;;;1534,9;726,25;2098;184;3;6,5;3,04;2,78;2,7;536,2;532,3;540,88;1432,8;834,67;666,65;;467,3;43,8;467,3;0
17.10.2016;7827;;;;;;7404;37,4;3,5;0,009;5,25;0,86;;20,8;90;20;10;18;2;;;;;1871,39;738,75;2139,25;176,25;152,75;18,9;2,99;2,97;2,66;538,56;534,81;543,41;1440,15;864,57;655,38;;417,2;42,4;417,2;20,7
18.10.2016;8076;945;482;11;69;66;7668;;;;;;21,15;20,8;90;20;10;18;2;;;;;2119,68;729,25;2078,5;187,75;249,25;24,1;3,05;2,84;2,68;534,18;530,6;539,48;1508,78;793,04;649;;217,6;44,4;217,6;28,9
19.10.2016;10366;;;;;;10113;;;;;;20,9;21,1;90;20;10;18;2;;;;;1851,38;803,75;2231,5;187,75;290,5;25,8;3,15;2,9;2,71;544,88;540,8;549,27;1462,74;888,66;754,5;;465,8;46,3;465,8;1,7
20.10.2016;8147;;;;;;7832;40,5;3,8;0,003;6,09;0,39;21,65;21,1;90;20;10;18;2;;;;;1943,82;812,5;2090;187,25;247;24,4;3,25;2,98;2,7;540,83;537,34;545,98;1407,12;851,17;615,64;;467,5;47;467,5;27,1
21.10.2016;18133;;;;;;17701;;;;;;21,45;21,1;90;20;10;18;2;;;;;2388,88;894,5;2882,25;217,75;154,5;29;3,27;2,99;2,71;550,56;547,38;555,94;1883,68;1153,18;932,64;;465,8;49,6;465,8;30,3
22.10.2016;8125;;;;;;7953;;;;;;;21,1;90;20;10;18;2;;;;;2071,09;730,75;1919,5;187;12,5;18,9;2,96;3,01;2,71;533,09;529,67;538,34;1192,31;796,58;613,06;;467,6;53;467,6;0
23.10.2016;7995;;;;;;7607;;;;;;;21,1;90;20;10;18;2;;;;;1887,47;755,25;1932,75;189,75;13;20,8;3,12;2,99;2,66;530,14;526,63;535,37;1270,24;788,51;594,9;;465,8;53,6;465,8;0
24.10.2016;13533;599;231;5,7;44;31;13056;36,7;5;0,022;6,32;0,71;;21,6;90;20;10;18;2;;;;;2225,88;843;2332,5;220,75;166,75;32,6;3,04;2,93;2,75;538,29;534,7;543,35;1480,03;941,14;764,84;;467,6;53,5;467,6;20,4
25.10.2016;12209;;;;;;11836;;;;;;21,3;21,6;90;20;10;18;2;;;;;2172,24;830,5;2092,5;221,75;257,25;24,3;3,23;3,02;2,67;534,19;530,8;539,43;1250,01;857,82;709,78;;437,1;52,4;437,1;20,4
26.10.2016;8428;;;;;;8275;;;;;;21,65;21,6;90;20;10;18;2;;;;;2195,09;819,25;1689;219,25;271,5;25;3,08;3,05;2,8;538,01;534,24;542,66;1110,5;661,62;533,39;;467,7;53,4;467,7;15,5
27.10.2016;8199;;;;;;7943;;;0,018;5,7;0,71;21,4;21,6;90;20;10;18;2;;;;;2134,43;845,5;1856;205;272,5;23,2;3,28;2,98;2,84;531,35;528,1;536,85;1162,29;772,28;660,9;;465,8;50,6;465,8;23,5
28.10.2016;8185;;;;;;7921;;;;;;22,7;21,6;90;20;10;18;2;;;;;1797,01;844,25;1935,75;194,25;215,25;18,4;3,2;3,04;2,78;532,96;529,67;538,5;1139,31;804,96;737,89;;467,5;50,3;467,5;2,5
29.10.2016;8098;;;;;;7795;;;;;;;21,6;90;20;10;18;2;;;;;1634,16;833,5;2031,25;178,25;4,75;9,1;3,16;2,99;2,53;534,87;531,64;540,47;1225,14;842,41;753,91;;465,8;49,9;465,8;0
30.10.2016;7388;;;;;;7098;;;;;;;21,6;90;20;10;18;2;;;;;1497,1;795,5;2023,5;182,5;111,75;11;2,95;3,05;2,94;533,8;530,41;539,36;1216,11;840,76;678,76;;448,3;47,6;448,3;0
31.10.2016;7713;;;;;;7450;;;;;;;21,6;90;20;10;18;2;4.149,00;126.289,68;19.671,00;110.767,68;1446,39;791,5;2117,75;188;6;18,5;3,08;2,86;2,74;540,27;536,9;545,56;1318,69;866,13;742,89;;458,5;49,8;458,5;0
01.11.2016;8394;1006;;11,6;97;;7898;38,4;5;0,008;10,02;1,38;21,65;21,3;90;20;10;18;2;;;;;1656,08;766,25;2107;239,5;260;27,3;3,05;3,04;2,81;544,2;540,8;549,24;1475,2;861,55;621,8;;465,9;48,2;465,9;19,6
02.11.2016;8483;;;;;;8176;;;;;;20,75;21,3;90;20;10;18;2;;;;;2014,41;764;2100,75;277,25;244,5;19,2;3,13;2,96;2,64;537;534,08;542,94;1184,46;892,81;692,44;;465,5;49;465,5;20,3
03.11.2016;8161;;;;;;7837;;;0,006;7,92;1,4;21,45;21,3;90;20;10;18;2;;;;;2139,64;800,25;2033,75;343,5;290;24,2;3,18;3,05;2,66;534,35;531,72;540,71;1195,13;889,74;653,12;;439,4;49;439,4;27,1
04.11.2016;8090;;457;;;56,8;7772;;;;;;21,15;21,3;90;20;10;18;2;;;;;2143,39;806,25;2089,5;268,75;36,25;20,8;3,13;3,06;2,87;537,21;534,19;542,87;1274,45;895,85;691,47;;465,7;46,5;465,7;12,2
05.11.2016;12503;;;;;;12138;;;;;;;21,3;90;20;10;18;2;;;;;1658,29;753,75;2464,5;258,5;20,5;15,1;3,11;2,95;2,53;544,54;541,46;549,99;1530,91;1022,77;825,56;;344,5;46;344,5;0
06.11.2016;8629;;;;;;8214;;;;;;;21,3;90;20;10;18;2;;;;;1411,77;606;2100;272;21;14,7;3,26;3,13;2,81;537,67;534,35;542,85;1224,44;867,13;677,22;;277,1;46,8;277,1;0
07.11.2016;8280;;;;;;7865;39,1;5,6;0,099;7,04;0,79;;21,3;90;20;10;18;2;;;;;2245,16;731,25;1940,75;267,5;41,5;20,2;3,22;3,07;2,97;531,4;528,21;536,96;1158,55;831,85;633,7;;467,7;41,8;467,7;36
08.11.2016;8830;827;397;8,3;68;50,6;8427;;;;;;;21,3;90;20;10;18;2;;;;;2969,5;758,25;2048;362;40,5;19,6;3,33;2,96;2,8;533,6;530,47;539,22;1165,09;888,22;642,67;;465,7;38,5;465,7;22,6
09.11.2016;8070;;;;;;7704;;;;;;;21;90;20;10;18;2;;;;;3148,64;762,5;1946,25;407;278,5;24,9;3,1;3,01;2,86;530,28;526,99;535,72;1066,49;801,72;618,81;;467,7;45,5;467,7;16,4
10.11.2016;8526;;;;;;8264;;;0,008;5,81;0,69;20,2;21;90;20;10;18;2;;;;;3146,31;804,25;1982;367,25;311,25;36,3;2,92;2,99;2,85;532,34;528,94;537,63;1028,24;843,71;703,72;;435,4;44,2;435,4;21,9
11.11.2016;7996;;;;;;7771;;;;;;21,25;21;90;20;10;18;2;;;;;3048,82;815;2008,25;404,25;212,5;23,2;3,25;3,12;2,71;533,9;530,5;539,25;980,14;877,44;781,08;;467,7;45,8;467,7;28,9
12.11.2016;7907;;;;;;7610;;;;;;;21;90;20;10;18;2;;;;;2365,61;742,5;2032;448,25;40;18,9;3,04;3;2,79;536,54;533,27;542;999,26;898,21;765,83;;465,8;46,4;465,8;0
13.11.2016;7775;;;;;;7464;;;;;;;21;90;20;10;18;2;;;;;2128,12;754;2024;515;48;15,2;3,12;2,97;2,86;537,66;534,52;543,23;1049,63;894,82;717,23;;467,7;47,7;467,7;0
14.11.2016;8008;;;;;;7619;31,6;6,8;0,424;8,82;1,42;;21;90;20;10;18;2;;;;;2147,05;822,75;1959,75;461,25;179,5;23,4;3,13;3;2,95;535,36;532,16;540,79;1086,34;808,96;711,93;;465,9;50,1;465,9;23,7
15.11.2016;9130;1030;468;10,3;80;56,9;8800;;;;;;20,7;21,3;90;20;10;18;2;;;;;2287,23;790,5;1936,5;307;296,75;32,8;3,18;3,07;2,89;536,43;532,81;541,43;1200,17;743,92;589,16;;467,7;48,8;467,7;16,9
16.11.2016;10196;;;;;;9871;;;;;;21,15;21,3;90;20;10;18;2;;;;;2286,59;856,5;2054,75;265,5;288;33,9;3,35;3,11;2,78;537,02;533,49;542,08;1361,93;805,91;616,32;;465,7;45,6;465,7;6,6
17.11.2016;9929;;;;;;9679;;;0,75;7,89;1,13;21,05;21,3;90;20;10;18;2;;;;;2926,95;815;2089,25;257,75;280,75;32,1;3,21;3,04;2,85;536,81;533,24;541,93;1395,51;838,54;590,86;;189,3;35;189,3;52
18.11.2016;13225;;;;;;12833;;;;;;20,9;21,3;90;20;10;18;2;;;;;2509,83;929;2195,25;270;248,25;38,3;3,33;3,08;2,9;541,85;538,06;546,45;1475,69;870,02;623,02;;282,6;42;282,6;18
19.11.2016;8232;;;;;;7924;;;;;;;21,3;90;20;10;18;2;;;;;2071,82;865,75;1966;328,75;68,75;38,7;3,29;2,99;2,92;529,1;525,55;534,24;1394,68;728,92;532,86;;467,7;41,3;467,7;0
20.11.2016;8167;;;;;;7892;;;;;;;21,3;90;20;10;18;2;;;;;2057,54;827,75;1973,75;315;21,75;33,7;3,28;3,16;2,95;529,47;526,02;534,76;1348,8;736,28;544,06;;465,8;43,5;465,8;0
21.11.2016;8277;;;;;;8030;36;4,7;0,022;7,27;1,14;21,4;21,3;90;20;10;18;2;;;;;2500,03;798,75;2088,25;281,75;278,5;26,6;3,12;3,12;2,92;538,71;534,82;543,31;1352,78;837,84;577,09;;466,9;42,6;466,9;25,6
22.11.2016;8107;994;;9,2;;;7944;;;;;;20,7;21,3;90;20;10;18;2;;;;;2179,87;772,75;2056,5;282,5;211,5;21,9;3,18;3,15;2,86;530,02;526,51;535,34;1371,58;826,01;580,27;;465,7;45,2;465,7;6,8
23.11.2016;7956;;;;;;7810;;;;;;20,65;21,3;90;20;10;18;2;;;;;2205,74;799,75;2018,5;265,75;315,25;23,6;3,26;3,06;2,9;529,02;525,63;534,52;1394,69;794,57;583,36;;467,7;43,4;467,7;23,1
24.11.2016;7884;;462;;80;61,6;7698;;;0,028;8,1;1,42;20,3;21,3;90;20;10;18;2;;;;;2791,06;829,5;2087,5;295,5;291,75;25,4;3,14;3,09;2,91;534,82;531,07;539,68;1369,15;812,45;584,75;;409,6;42,8;409,6;42,5
25.11.2016;8031;;;;;;7797;;;;;;21,3;21,3;90;20;10;18;2;;;;;2522,39;817;2103,75;382,25;184,25;24,8;3,43;3,14;2,9;528,62;525,28;534,21;1314,88;832,75;563,46;;467,8;46;467,8;14,5
26.11.2016;7806;;;;;;7628;;;;;;;21,3;90;20;10;18;2;;;;;2140,57;781,75;2114,5;384,25;36,25;21,3;3,37;3,05;3,03;528,88;525,63;534,46;1300,64;812,99;561,56;;465,8;49,5;465,8;0
27.11.2016;7718;;;;;;7476;;;;;;;21,3;90;20;10;18;2;;;;;1890,33;666,5;2041,5;312,75;34;24,2;3,23;3,14;2,89;527,23;523,8;532,61;1308,66;769,44;552,85;;190,7;50,8;190,7;0
28.11.2016;8167;;;;;;7859;43,1;;0,009;9,11;1,4;;22,1;90;20;10;18;2;;;;;2299,86;760,25;2090,25;475;206,75;22,4;3,33;3,24;2,99;528,97;525,73;534,47;1272,96;791;627,34;;320,5;45,9;320,5;46,3
29.11.2016;7875;949;;10,7;65;;7654;;;;;;21,8;22,1;90;20;10;18;2;;;;;2172,13;786,5;2014;533,75;326;17,5;3,37;3,36;3,15;527,4;524,13;532,85;1233,56;758,45;708;;467,8;40,8;467,8;13,5
30.11.2016;8385;;;;;;8247;;;;;;21,15;21,6;90;20;10;18;2;2.226,00;140.350,96;30.741,00;111.835,96;2251,31;821,75;2050,25;486,25;340,75;19,7;3,56;3,32;3,04;529,43;526,09;534,74;1154,49;786,92;722,94;;465,8;40,1;465,8;29,6
01.12.2016;8150;;406;;;53,6;8058;;6,5;0,001;8,69;1,27;21,8;21,6;90;20;10;18;2;;;;;2896,57;838,25;2018,5;284,25;311,5;21,7;3,51;3,35;3,09;529,88;526,34;534,98;1204,41;751,26;690,45;;463,6;39,2;463,6;50,1
02.12.2016;8936;;;;;;8617;;;;;;20,4;21,6;90;20;10;18;2;;;;;2438,7;831,32;2406,21;366,21;221,11;20;3,6;3,3;3,14;536,71;533,13;541,64;1560,5;887,75;787,9;;463,5;39,2;463,5;12,9
03.12.2016;7714;;;;;;7452;;;;;;;21,6;90;20;10;18;2;;;;;2034,99;824,75;2084,25;511,25;47,5;8,7;3,36;3,25;2,96;526,71;523,37;532,07;1366,36;740,08;656,08;;465,9;33,9;465,9;0
04.12.2016;7702;;;;;;7406;;;;;;;21,6;90;20;10;18;2;;;;;1879,29;771,75;2113;578;48;22,4;3,38;3,26;2,93;531,06;527,45;536,06;1411,85;755,19;682,85;;467,7;42,1;467,7;0
05.12.2016;7864;1024;;10,6;;;7547;37;;0,008;8,28;1,51;;21,6;90;20;10;18;2;;;;;2390,82;794;2028;608,25;50,25;40,3;3,32;3,16;2,98;527,8;524,64;533,44;1285,29;741,6;684,65;;439,1;49,3;439,1;33,2
06.12.2016;7953;;498;;;;7610;;8;;;;21,5;21,6;90;20;10;18;2;;;;;2422,83;764,25;1889,25;513;311,75;34;3,28;3,25;2,84;532,12;528,48;536,98;1214,39;616,21;635,7;;395,2;47,7;395,2;20,8
07.12.2016;8046;;;;71;60,5;7790;;;;;;18,45;21,6;90;20;10;18;2;;;;;3287,19;758,25;1942,25;465,5;364,25;27,2;3,63;3,32;3,09;529,03;525,67;534,36;1194,06;699,51;622,82;;283,2;45,1;283,2;56,4
08.12.2016;8032;;;;;;7772;;;0,002;7,01;1,36;21,55;21,6;90;20;10;18;2;;;;;3310,59;844,5;2070,5;319,25;343;18;3,73;3,41;3,05;535,97;532,33;541,03;1234,74;800,86;594,62;;479,7;45,1;479,7;27,7
09.12.2016;8009;;;;;;7730;;;;;;20,85;21,6;90;20;10;18;2;;;;;3259,17;830,25;2065;272,75;224,5;14;3,6;3,32;2,96;532,89;530,51;539,58;1290,92;826,1;595,89;;477,8;45,3;477,8;37,5
10.12.2016;7768;;;;;;7507;;;;;;;21,6;90;20;10;18;2;;;;;2410,18;715,5;2148,25;263,75;25,25;7,8;3,47;3,38;3,08;538,91;536,1;544,9;1415,58;838,16;649,66;;310,6;45,7;310,6;0
11.12.2016;11133;;;;;;10760;;;;;;;21,6;90;20;10;18;2;;;;;1836,93;638,5;2479,5;253,5;22;12,4;3,56;3,47;3,32;547,22;544,03;552,53;1601,86;973,9;749,06;;25,6;48,5;25,6;0
12.12.2016;9318;;;;;;8865;37,1;4,4;0,027;8,55;1,08;;21,6;90;20;10;18;2;;;;;2016,52;733;2101,25;294,5;159,5;21,8;3,77;3,51;3,3;536,97;534,14;542,9;1469,89;754,03;614,31;;320,4;49,8;320,4;4,4
13.12.2016;8196;1126;;10,8;81;;7835;;;;;;21,1;21,6;90;20;10;18;2;;;;;2427,69;822,25;2052,5;314,5;337,25;20;3,59;3,41;3,26;534,31;532,13;541,05;1458,76;642,21;655,68;;477,8;47;477,8;27,8
14.12.2016;10747;;;;;;10458;;;;;;19,85;21,8;90;20;10;18;2;;;;;2925,55;844;2338,25;282,75;330,25;17,3;3,72;3,32;3,13;545,81;542,19;550,57;1579,47;876,27;792,19;;479,7;46,7;479,7;26,9
15.12.2016;8319;;427;;;57,2;7990;;;0,005;6,57;0,69;;21,8;90;20;10;18;2;;;;;2853,4;837,5;2140,75;488,75;218,25;14,5;3,54;3,43;3,27;533,35;530,97;539,92;1428,43;767,35;646,29;;477,9;45,9;477,9;15,9
16.12.2016;8420;;;;;;8106;;;;;;;21,8;90;20;10;18;2;;;;;2663,56;804;2198,25;566,75;48;19,7;3,41;3,17;3,13;534,52;531,94;541,03;1360,65;814,15;718,45;;479,7;44,4;479,7;21,5
17.12.2016;8235;;;;;;7878;;;;;;;21,8;90;20;10;18;2;;;;;2133,83;749,5;2250,25;478;48;23,5;3,49;3,37;3,05;539,23;535,92;544,48;1487,3;840,88;779,31;;411,7;44,4;411,7;0
18.12.2016;8674;;;;;;8290;;;;;;;21,8;90;20;10;18;2;;;;;1820,01;701;2312;280,75;48;26,3;3,37;3,27;3,09;541,15;537,9;546,55;1584,33;810,84;778,31;;296;44,3;296;0
19.12.2016;8383;808;;9,1;;;7930;40,1;6,2;0,011;5,8;0,43;;21,9;90;20;10;18;2;;;;;1903,19;755,5;2255,75;340,5;186,5;37,8;3,44;3,39;2,97;543,95;540,67;549,18;1595,96;797,66;749,32;;477,9;45,7;477,9;15,4
20.12.2016;8301;;467;;;;7879;;;;;;21,52;21,9;90;20;10;18;2;;;;;2023,07;783;2067,5;607,75;290,75;31,8;3,58;3,46;2,84;537,02;534,72;543,67;1343,25;702,67;688,54;;479,8;48,4;479,8;12
21.12.2016;8282;;;;;;7995;;;;;;20,72;21,9;90;20;10;18;2;;;;;2056,76;799,5;2155,5;588;231,75;31,5;3,52;3,46;3,27;539,42;537,04;545,97;1268,89;822,17;758,09;;477,8;46,7;477,8;7,7
22.12.2016;8917;;;;70;48,3;8578;;;0,018;6,91;0,56;;21,9;90;20;10;18;2;;;;;2192,84;782,5;2260;471,75;172,75;30,6;3,49;3,47;3,41;545,06;542,18;551,01;1298,96;902,18;875,09;;479,8;44,4;479,8;19,7
23.12.2016;8552;;;;;;8186;;;;;;21,82;21,9;90;20;10;18;2;;;;;2081,09;773,25;2376,5;411,5;209,5;21,9;3,44;3,46;3,32;548,76;545,73;554,38;1441,27;931,26;904,76;;478;48,4;478;4,5
24.12.2016;7915;;;;;;7546;;;;;;;21,9;90;20;10;18;2;;;;;1948,93;766;2578;299,75;44,5;9,6;3,36;3,27;2,97;550,24;547,18;555,76;1622,83;966,89;923,54;;479,6;48,4;479,6;0
25.12.2016;7216;;;;;;6862;;;;;;;21,9;90;20;10;18;2;;;;;1837,49;729,25;2042,5;279,75;114,5;18,8;3,4;3,2;3,15;535,73;533,02;541,92;1259,76;784,26;745,42;;477,9;50,2;477,9;0
26.12.2016;7680;;;;;;7333;;;;;;;21,9;90;20;10;18;2;;;;;1660,77;704,5;2091,25;297,25;23,75;22,8;3,3;3,18;3,17;538,43;535,52;544,47;1241,29;811,38;769,39;;479,8;48,5;479,8;0
27.12.2016;8154;;;;;;7650;43;5,9;0,027;9,73;0,41;;21,9;90;20;10;18;2;;;;;1357,6;731,75;2090,75;304;95,25;31;3,32;3,17;3,02;536,22;533,59;542,63;1135,5;830,61;803,79;;477,9;45,8;477,9;5,4
28.12.2016;8329;1205;447;10,1;67;60,3;8033;;;;;;20,5;21,9;90;20;10;18;2;;;;;1892,52;745;2129,5;314,75;296,75;29;3,56;3,34;2,97;539,63;536,61;545,39;1207,65;855,19;803,66;;479,7;62,4;479,7;11,6
29.12.2016;7807;;;;;;7597;;;0,021;9,07;0,42;20,05;21,4;90;20;10;18;2;;;;;2129,88;769,5;2080,5;393,5;247;30,4;3,57;3,29;3,11;536,01;533,37;542,39;1129,65;838,59;789,47;;477,9;58,2;477,9;12,8
30.12.2016;7691;;;;;;7477;;;;;;;21,4;90;20;10;18;2;;;;;1988,02;740,75;2104;593,75;48;21,4;3,5;3,33;3,1;536,91;534,22;543,31;1126,54;833,13;834,59;;479,8;56;479,8;0
31.12.2016;7401;;;;;;6704;;;;;;;21,4;90;20;10;18;2;1.674,00;145.104,96;27.198,00;119.580,96;1981,27;864;1961,25;540,5;48;25,1;3,35;3,25;2,99;534,73;531,74;540,66;1062,92;752,17;751,59;;477,8;56;477,8;0
